,id_No,lake_name,source,metadata
1214,1215,"Lk Nasworthy nr San Angelo, TX",usgs,"{'tz_cd': 'CST', 'alt_va': ' 0', 'huc_cd': '12090102', 'lat_va': '312319', 'map_nm': 'San Angelo South, TX', 'source': 'usgs', 'aqfr_cd': 'null', 'long_va': '1002841', 'site_no': '08132000', 'topo_cd': 'null', 'basin_cd': 'null', 'state_cd': '48', 'agency_cd': 'USGS', 'county_cd': '451', 'lake_name': 'Lk Nasworthy nr San Angelo, TX', 'alt_acy_va': ' .1', 'country_cd': 'US', 'dec_lat_va': '31.38877384', 'gw_file_cd': 'NYNNNNNN', 'project_no': 'null', 'site_tp_cd': 'LK', 'alt_meth_cd': 'R', 'dec_long_va': '-100.4784274', 'district_cd': '48', 'land_net_ds': 'null', 'nat_aqfr_cd': 'null', 'alt_datum_cd': 'NGVD29', 'aqfr_type_cd': 'null', 'coord_acy_cd': 'F', 'depth_src_cd': 'null', 'inventory_dt': 'null', 'map_scale_fc': '  24000', 'coord_meth_cd': 'M', 'drain_area_va': '3975', 'hole_depth_va': 'null', 'local_time_fg': 'Y', 'well_depth_va': 'null', 'coord_datum_cd': 'NAD27', 'instruments_cd': 'NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN', 'reliability_cd': 'null', 'construction_dt': 'null', 'dec_coord_datum_cd': 'NAD83', 'contrib_drain_area_va': '2920'}"
1215,1216,"O. H. Ivie Res nr Voss, TX",usgs,"{'tz_cd': 'CST', 'alt_va': ' 0', 'huc_cd': '12090106', 'lat_va': '313000', 'map_nm': 'Leaday, TX', 'source': 'usgs', 'aqfr_cd': 'null', 'long_va': '0994005', 'site_no': '08136600', 'topo_cd': 'null', 'basin_cd': 'null', 'state_cd': '48', 'agency_cd': 'USGS', 'county_cd': '083', 'lake_name': 'O. H. Ivie Res nr Voss, TX', 'alt_acy_va': '  1', 'country_cd': 'US', 'dec_lat_va': '31.50015746', 'gw_file_cd': 'NYNNNNNN', 'project_no': 'null', 'site_tp_cd': 'LK', 'alt_meth_cd': 'R', 'dec_long_va': '-99.6684022', 'district_cd': '48', 'land_net_ds': 'null', 'nat_aqfr_cd': 'null', 'alt_datum_cd': 'NGVD29', 'aqfr_type_cd': 'null', 'coord_acy_cd': 'F', 'depth_src_cd': 'null', 'inventory_dt': 'null', 'map_scale_fc': '  24000', 'coord_meth_cd': 'M', 'drain_area_va': '24038', 'hole_depth_va': 'null', 'local_time_fg': 'Y', 'well_depth_va': 'null', 'coord_datum_cd': 'NAD27', 'instruments_cd': 'YNNNYNNNNNNNNNNNNNNNNNNNNNNNNN', 'reliability_cd': 'null', 'construction_dt': 'null', 'dec_coord_datum_cd': 'NAD83', 'contrib_drain_area_va': '12647'}"
1216,1217,"Lk Coleman nr Novice, TX",usgs,"{'tz_cd': 'CST', 'alt_va': ' 0', 'huc_cd': '12090108', 'lat_va': '320148', 'map_nm': 'Crooked Creek, TX', 'source': 'usgs', 'aqfr_cd': 'null', 'long_va': '0992754', 'site_no': '08140770', 'topo_cd': 'L', 'basin_cd': 'null', 'state_cd': '48', 'agency_cd': 'USGS', 'county_cd': '083', 'lake_name': 'Lk Coleman nr Novice, TX', 'alt_acy_va': ' .1', 'country_cd': 'US', 'dec_lat_va': '32.03013987', 'gw_file_cd': 'NYNNNNNN', 'project_no': '4648-00115', 'site_tp_cd': 'LK', 'alt_meth_cd': 'R', 'dec_long_va': '-99.4653467', 'district_cd': '48', 'land_net_ds': 'null', 'nat_aqfr_cd': 'null', 'alt_datum_cd': 'NGVD29', 'aqfr_type_cd': 'null', 'coord_acy_cd': 'S', 'depth_src_cd': 'null', 'inventory_dt': '19980401', 'map_scale_fc': '  24000', 'coord_meth_cd': 'M', 'drain_area_va': '292', 'hole_depth_va': 'null', 'local_time_fg': 'Y', 'well_depth_va': 'null', 'coord_datum_cd': 'NAD27', 'instruments_cd': 'NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN', 'reliability_cd': 'null', 'construction_dt': 'null', 'dec_coord_datum_cd': 'NAD83', 'contrib_drain_area_va': '292'}"
1217,1218,"Hords Ck Lk nr Valera, TX",usgs,"{'tz_cd': 'CST', 'alt_va': ' 0', 'huc_cd': '12090108', 'lat_va': '314958', 'map_nm': 'Valera, TX', 'source': 'usgs', 'aqfr_cd': 'null', 'long_va': '0993338', 'site_no': '08141000', 'topo_cd': 'null', 'basin_cd': 'null', 'state_cd': '48', 'agency_cd': 'USGS', 'county_cd': '083', 'lake_name': 'Hords Ck Lk nr Valera, TX', 'alt_acy_va': '  1', 'country_cd': 'US', 'dec_lat_va': '31.8329234', 'gw_file_cd': 'NYNNNNNN', 'project_no': 'null', 'site_tp_cd': 'LK', 'alt_meth_cd': 'R', 'dec_long_va': '-99.5609037', 'district_cd': '48', 'land_net_ds': 'null', 'nat_aqfr_cd': 'null', 'alt_datum_cd': 'NGVD29', 'aqfr_type_cd': 'null', 'coord_acy_cd': 'F', 'depth_src_cd': 'null', 'inventory_dt': 'null', 'map_scale_fc': '  24000', 'coord_meth_cd': 'M', 'drain_area_va': '48.0', 'hole_depth_va': 'null', 'local_time_fg': 'Y', 'well_depth_va': 'null', 'coord_datum_cd': 'NAD27', 'instruments_cd': 'NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN', 'reliability_cd': 'null', 'construction_dt': 'null', 'dec_coord_datum_cd': 'NAD83', 'contrib_drain_area_va': '48.0'}"
1218,1219,"Lk Brownwood nr Brownwood, TX",usgs,"{'tz_cd': 'CST', 'alt_va': ' 0', 'huc_cd': '12090107', 'lat_va': '315013', 'map_nm': 'Lake Brownwood, TX', 'source': 'usgs', 'aqfr_cd': 'null', 'long_va': '0990013', 'site_no': '08143000', 'topo_cd': 'null', 'basin_cd': 'null', 'state_cd': '48', 'agency_cd': 'USGS', 'county_cd': '049', 'lake_name': 'Lk Brownwood nr Brownwood, TX', 'alt_acy_va': '  1', 'country_cd': 'US', 'dec_lat_va': '31.83709365', 'gw_file_cd': 'NYNNNNNN', 'project_no': 'null', 'site_tp_cd': 'LK', 'alt_meth_cd': 'R', 'dec_long_va': '-99.003942', 'district_cd': '48', 'land_net_ds': 'null', 'nat_aqfr_cd': 'null', 'alt_datum_cd': 'NGVD29', 'aqfr_type_cd': 'null', 'coord_acy_cd': 'F', 'depth_src_cd': 'null', 'inventory_dt': 'null', 'map_scale_fc': '  24000', 'coord_meth_cd': 'M', 'drain_area_va': '1565', 'hole_depth_va': 'null', 'local_time_fg': 'Y', 'well_depth_va': 'null', 'coord_datum_cd': 'NAD27', 'instruments_cd': 'NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN', 'reliability_cd': 'null', 'construction_dt': 'null', 'dec_coord_datum_cd': 'NAD83', 'contrib_drain_area_va': '1565'}"
1219,1220,"Brady Ck Res nr Brady, TX",usgs,"{'tz_cd': 'CST', 'alt_va': ' 0', 'huc_cd': '12090110', 'lat_va': '310817', 'map_nm': 'West Sweden, TX', 'source': 'usgs', 'aqfr_cd': 'null', 'long_va': '0992307', 'site_no': '08144900', 'topo_cd': 'null', 'basin_cd': 'null', 'state_cd': '48', 'agency_cd': 'USGS', 'county_cd': '307', 'lake_name': 'Brady Ck Res nr Brady, TX', 'alt_acy_va': '  1', 'country_cd': 'US', 'dec_lat_va': '31.13822413', 'gw_file_cd': 'NYNNNNNN', 'project_no': 'null', 'site_tp_cd': 'LK', 'alt_meth_cd': 'R', 'dec_long_va': '-99.3856126', 'district_cd': '48', 'land_net_ds': 'null', 'nat_aqfr_cd': 'null', 'alt_datum_cd': 'NGVD29', 'aqfr_type_cd': 'null', 'coord_acy_cd': 'F', 'depth_src_cd': 'null', 'inventory_dt': 'null', 'map_scale_fc': '  24000', 'coord_meth_cd': 'M', 'drain_area_va': '523', 'hole_depth_va': 'null', 'local_time_fg': 'Y', 'well_depth_va': 'null', 'coord_datum_cd': 'NAD27', 'instruments_cd': 'NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN', 'reliability_cd': 'null', 'construction_dt': 'null', 'dec_coord_datum_cd': 'NAD83', 'contrib_drain_area_va': '523'}"
1220,1221,"Lk Travis nr Austin, TX",usgs,"{'tz_cd': 'CST', 'alt_va': ' 0.12', 'huc_cd': '12090205', 'lat_va': '302329', 'map_nm': 'Mansfield Dam, TX', 'source': 'usgs', 'aqfr_cd': 'null', 'long_va': '0975424', 'site_no': '08154500', 'topo_cd': 'null', 'basin_cd': 'null', 'state_cd': '48', 'agency_cd': 'USGS', 'county_cd': '453', 'lake_name': 'Lk Travis nr Austin, TX', 'alt_acy_va': ' .1', 'country_cd': 'US', 'dec_lat_va': '30.3915902', 'gw_file_cd': 'NYNNNNNN', 'project_no': 'null', 'site_tp_cd': 'LK', 'alt_meth_cd': 'L', 'dec_long_va': '-97.9069554', 'district_cd': '48', 'land_net_ds': 'null', 'nat_aqfr_cd': 'null', 'alt_datum_cd': 'NGVD29', 'aqfr_type_cd': 'null', 'coord_acy_cd': 'F', 'depth_src_cd': 'null', 'inventory_dt': 'null', 'map_scale_fc': '  24000', 'coord_meth_cd': 'M', 'drain_area_va': '38755', 'hole_depth_va': 'null', 'local_time_fg': 'Y', 'well_depth_va': 'null', 'coord_datum_cd': 'NAD27', 'instruments_cd': 'NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN', 'reliability_cd': 'null', 'construction_dt': 'null', 'dec_coord_datum_cd': 'NAD83', 'contrib_drain_area_va': '27352'}"
1221,1222,"Mills Pond at Wells Branch, TX",usgs,"{'tz_cd': 'CST', 'alt_va': ' 0', 'huc_cd': '12090205', 'lat_va': '302700.00', 'map_nm': 'Pflugerville W, TX', 'source': 'usgs', 'aqfr_cd': 'null', 'long_va': '0974046.83', 'site_no': '08158110', 'topo_cd': 'null', 'basin_cd': '14', 'state_cd': '48', 'agency_cd': 'USGS', 'county_cd': '453', 'lake_name': 'Mills Pond at Wells Branch, TX', 'alt_acy_va': ' .2', 'country_cd': 'US', 'dec_lat_va': '30.45', 'gw_file_cd': 'null', 'project_no': 'GC14SJ-00120', 'site_tp_cd': 'LK', 'alt_meth_cd': 'X', 'dec_long_va': '-97.679675', 'district_cd': '48', 'land_net_ds': 'null', 'nat_aqfr_cd': 'null', 'alt_datum_cd': 'NAVD88', 'aqfr_type_cd': 'null', 'coord_acy_cd': '5', 'depth_src_cd': 'null', 'inventory_dt': 'null', 'map_scale_fc': '  24000', 'coord_meth_cd': 'N', 'drain_area_va': '0.34', 'hole_depth_va': 'null', 'local_time_fg': 'Y', 'well_depth_va': 'null', 'coord_datum_cd': 'NAD83', 'instruments_cd': 'NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN', 'reliability_cd': 'M', 'construction_dt': 'null', 'dec_coord_datum_cd': 'NAD83', 'contrib_drain_area_va': 'null'}"
1222,1223,"Lk Texana nr Edna, TX",usgs,"{'tz_cd': 'CST', 'alt_va': ' 0', 'huc_cd': '12100102', 'lat_va': '285330', 'map_nm': 'Manson, TX', 'source': 'usgs', 'aqfr_cd': 'null', 'long_va': '0963439', 'site_no': '08164525', 'topo_cd': 'null', 'basin_cd': 'null', 'state_cd': '48', 'agency_cd': 'USGS', 'county_cd': '239', 'lake_name': 'Lk Texana nr Edna, TX', 'alt_acy_va': '  1', 'country_cd': 'US', 'dec_lat_va': '28.89193124', 'gw_file_cd': 'NYNNNNNN', 'project_no': '8653-00170', 'site_tp_cd': 'LK', 'alt_meth_cd': 'R', 'dec_long_va': '-96.5777528', 'district_cd': '48', 'land_net_ds': 'null', 'nat_aqfr_cd': 'null', 'alt_datum_cd': 'NGVD29', 'aqfr_type_cd': 'null', 'coord_acy_cd': 'F', 'depth_src_cd': 'null', 'inventory_dt': 'null', 'map_scale_fc': '  24000', 'coord_meth_cd': 'M', 'drain_area_va': '1370', 'hole_depth_va': 'null', 'local_time_fg': 'Y', 'well_depth_va': 'null', 'coord_datum_cd': 'NAD27', 'instruments_cd': 'NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN', 'reliability_cd': 'null', 'construction_dt': 'null', 'dec_coord_datum_cd': 'NAD83', 'contrib_drain_area_va': '1370'}"
1223,1224,"Canyon Lk nr New Braunfels, TX",usgs,"{'tz_cd': 'CST', 'alt_va': ' 0', 'huc_cd': '12100201', 'lat_va': '295207', 'map_nm': 'Sattler, TX', 'source': 'usgs', 'aqfr_cd': 'null', 'long_va': '0981155', 'site_no': '08167700', 'topo_cd': 'null', 'basin_cd': 'null', 'state_cd': '48', 'agency_cd': 'USGS', 'county_cd': '091', 'lake_name': 'Canyon Lk nr New Braunfels, TX', 'alt_acy_va': '  1', 'country_cd': 'US', 'dec_lat_va': '29.86882934', 'gw_file_cd': 'NYNNNNNN', 'project_no': '8653-00170', 'site_tp_cd': 'LK', 'alt_meth_cd': 'R', 'dec_long_va': '-98.1989', 'district_cd': '48', 'land_net_ds': 'null', 'nat_aqfr_cd': 'null', 'alt_datum_cd': 'NGVD29', 'aqfr_type_cd': 'null', 'coord_acy_cd': 'F', 'depth_src_cd': 'null', 'inventory_dt': 'null', 'map_scale_fc': '  24000', 'coord_meth_cd': 'M', 'drain_area_va': '1432', 'hole_depth_va': 'null', 'local_time_fg': 'Y', 'well_depth_va': 'null', 'coord_datum_cd': 'NAD27', 'instruments_cd': 'NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN', 'reliability_cd': 'null', 'construction_dt': 'null', 'dec_coord_datum_cd': 'NAD83', 'contrib_drain_area_va': '1432'}"
1224,1225,"Coleto Ck Res nr Victoria, TX",usgs,"{'tz_cd': 'CST', 'alt_va': ' 80.00', 'huc_cd': '12100204', 'lat_va': '284351', 'map_nm': 'Fannin, TX', 'source': 'usgs', 'aqfr_cd': 'null', 'long_va': '0970953', 'site_no': '08177400', 'topo_cd': 'null', 'basin_cd': 'null', 'state_cd': '48', 'agency_cd': 'USGS', 'county_cd': '469', 'lake_name': 'Coleto Ck Res nr Victoria, TX', 'alt_acy_va': ' .1', 'country_cd': 'US', 'dec_lat_va': '28.73110306', 'gw_file_cd': 'NYNNNNNN', 'project_no': '8653-00170', 'site_tp_cd': 'LK', 'alt_meth_cd': 'R', 'dec_long_va': '-97.1649897', 'district_cd': '48', 'land_net_ds': 'null', 'nat_aqfr_cd': 'null', 'alt_datum_cd': 'NGVD29', 'aqfr_type_cd': 'null', 'coord_acy_cd': 'F', 'depth_src_cd': 'null', 'inventory_dt': 'null', 'map_scale_fc': '  24000', 'coord_meth_cd': 'M', 'drain_area_va': '494', 'hole_depth_va': 'null', 'local_time_fg': 'Y', 'well_depth_va': 'null', 'coord_datum_cd': 'NAD27', 'instruments_cd': 'NNNNYNNNNYNNNNNNNNNNNNNNNNNNNN', 'reliability_cd': 'null', 'construction_dt': 'null', 'dec_coord_datum_cd': 'NAD83', 'contrib_drain_area_va': '494'}"
1225,1226,"Olmos Res at San Antonio, TX",usgs,"{'tz_cd': 'CST', 'alt_va': ' 0', 'huc_cd': '12100301', 'lat_va': '292824', 'map_nm': 'San Antonio East, TX', 'source': 'usgs', 'aqfr_cd': 'null', 'long_va': '0982826', 'site_no': '08177800', 'topo_cd': 'null', 'basin_cd': 'null', 'state_cd': '48', 'agency_cd': 'USGS', 'county_cd': '029', 'lake_name': 'Olmos Res at San Antonio, TX', 'alt_acy_va': ' .1', 'country_cd': 'US', 'dec_lat_va': '29.47356465', 'gw_file_cd': 'NYNNNNNN', 'project_no': '4648-11200', 'site_tp_cd': 'LK', 'alt_meth_cd': 'M', 'dec_long_va': '-98.4741836', 'district_cd': '48', 'land_net_ds': 'null', 'nat_aqfr_cd': 'null', 'alt_datum_cd': 'NGVD29', 'aqfr_type_cd': 'null', 'coord_acy_cd': 'F', 'depth_src_cd': 'null', 'inventory_dt': 'null', 'map_scale_fc': '  24000', 'coord_meth_cd': 'M', 'drain_area_va': '32.4', 'hole_depth_va': 'null', 'local_time_fg': 'Y', 'well_depth_va': 'null', 'coord_datum_cd': 'NAD27', 'instruments_cd': 'YNNNNNNNNNNNNNNNNNNNNNNNNNNNNN', 'reliability_cd': 'null', 'construction_dt': 'null', 'dec_coord_datum_cd': 'NAD83', 'contrib_drain_area_va': '32.4'}"
1226,1227,"Medina Lk nr San Antonio, TX",usgs,"{'tz_cd': 'CST', 'alt_va': ' 7.81', 'huc_cd': '12100302', 'lat_va': '293224', 'map_nm': 'Medina Lake, TX', 'source': 'usgs', 'aqfr_cd': 'null', 'long_va': '0985601', 'site_no': '08179500', 'topo_cd': 'null', 'basin_cd': 'null', 'state_cd': '48', 'agency_cd': 'USGS', 'county_cd': '325', 'lake_name': 'Medina Lk nr San Antonio, TX', 'alt_acy_va': ' .1', 'country_cd': 'US', 'dec_lat_va': '29.54022964', 'gw_file_cd': 'NYNNNNNN', 'project_no': '8653-00170', 'site_tp_cd': 'LK', 'alt_meth_cd': 'L', 'dec_long_va': '-98.9339186', 'district_cd': '48', 'land_net_ds': 'null', 'nat_aqfr_cd': 'null', 'alt_datum_cd': 'NGVD29', 'aqfr_type_cd': 'null', 'coord_acy_cd': 'F', 'depth_src_cd': 'null', 'inventory_dt': 'null', 'map_scale_fc': '  24000', 'coord_meth_cd': 'M', 'drain_area_va': '634', 'hole_depth_va': 'null', 'local_time_fg': 'Y', 'well_depth_va': 'null', 'coord_datum_cd': 'NAD27', 'instruments_cd': 'NNNNYNNNNNNNNYNNNNNNNNNNNNNNNN', 'reliability_cd': 'null', 'construction_dt': 'null', 'dec_coord_datum_cd': 'NAD83', 'contrib_drain_area_va': '634'}"
1227,1228,"Diversion Lk nr Riomedina, TX",usgs,"{'tz_cd': 'CST', 'alt_va': ' 1010', 'huc_cd': '12100302', 'lat_va': '293036', 'map_nm': 'Medina Lake, TX', 'source': 'usgs', 'aqfr_cd': 'null', 'long_va': '0985404', 'site_no': '08180010', 'topo_cd': 'L', 'basin_cd': 'null', 'state_cd': '48', 'agency_cd': 'USGS', 'county_cd': '325', 'lake_name': 'Diversion Lk nr Riomedina, TX', 'alt_acy_va': ' 10', 'country_cd': 'US', 'dec_lat_va': '29.51023057', 'gw_file_cd': 'NNNNNNNN', 'project_no': '8653-00170', 'site_tp_cd': 'LK', 'alt_meth_cd': 'M', 'dec_long_va': '-98.9014174', 'district_cd': '48', 'land_net_ds': 'null', 'nat_aqfr_cd': 'null', 'alt_datum_cd': 'NGVD29', 'aqfr_type_cd': 'null', 'coord_acy_cd': 'S', 'depth_src_cd': 'null', 'inventory_dt': '20010221', 'map_scale_fc': '  24000', 'coord_meth_cd': 'M', 'drain_area_va': '649', 'hole_depth_va': 'null', 'local_time_fg': 'Y', 'well_depth_va': 'null', 'coord_datum_cd': 'NAD27', 'instruments_cd': 'NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN', 'reliability_cd': 'null', 'construction_dt': 'null', 'dec_coord_datum_cd': 'NAD83', 'contrib_drain_area_va': '649'}"
1228,1229,"Choke Canyon Res nr Three Rivers, TX",usgs,"{'tz_cd': 'CST', 'alt_va': ' 0', 'huc_cd': '12110108', 'lat_va': '282901', 'map_nm': 'Three Rivers, TX', 'source': 'usgs', 'aqfr_cd': 'null', 'long_va': '0981444', 'site_no': '08206900', 'topo_cd': 'null', 'basin_cd': 'null', 'state_cd': '48', 'agency_cd': 'USGS', 'county_cd': '297', 'lake_name': 'Choke Canyon Res nr Three Rivers, TX', 'alt_acy_va': '  1', 'country_cd': 'US', 'dec_lat_va': '28.4838811', 'gw_file_cd': 'NYNNNNNN', 'project_no': '8653-00170', 'site_tp_cd': 'LK', 'alt_meth_cd': 'R', 'dec_long_va': '-98.245842', 'district_cd': '48', 'land_net_ds': 'null', 'nat_aqfr_cd': 'null', 'alt_datum_cd': 'NGVD29', 'aqfr_type_cd': 'null', 'coord_acy_cd': 'F', 'depth_src_cd': 'null', 'inventory_dt': 'null', 'map_scale_fc': '  24000', 'coord_meth_cd': 'M', 'drain_area_va': '5490', 'hole_depth_va': 'null', 'local_time_fg': 'Y', 'well_depth_va': 'null', 'coord_datum_cd': 'NAD27', 'instruments_cd': 'NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN', 'reliability_cd': 'null', 'construction_dt': 'null', 'dec_coord_datum_cd': 'NAD83', 'contrib_drain_area_va': '5490'}"
1229,1230,"Lk Corpus Christi nr Mathis, TX",usgs,"{'tz_cd': 'CST', 'alt_va': ' 0', 'huc_cd': '12110111', 'lat_va': '280217', 'map_nm': 'Mathis, TX', 'source': 'usgs', 'aqfr_cd': 'null', 'long_va': '0975215', 'site_no': '08210500', 'topo_cd': 'null', 'basin_cd': 'null', 'state_cd': '48', 'agency_cd': 'USGS', 'county_cd': '249', 'lake_name': 'Lk Corpus Christi nr Mathis, TX', 'alt_acy_va': '  1', 'country_cd': 'US', 'dec_lat_va': '28.0383472', 'gw_file_cd': 'NYNNNNNN', 'project_no': '8653-00170', 'site_tp_cd': 'LK', 'alt_meth_cd': 'R', 'dec_long_va': '-97.8711104', 'district_cd': '48', 'land_net_ds': 'null', 'nat_aqfr_cd': 'null', 'alt_datum_cd': 'NGVD29', 'aqfr_type_cd': 'null', 'coord_acy_cd': 'F', 'depth_src_cd': 'null', 'inventory_dt': 'null', 'map_scale_fc': '  24000', 'coord_meth_cd': 'M', 'drain_area_va': '16502', 'hole_depth_va': 'null', 'local_time_fg': 'Y', 'well_depth_va': 'null', 'coord_datum_cd': 'NAD27', 'instruments_cd': 'NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN', 'reliability_cd': 'null', 'construction_dt': 'null', 'dec_coord_datum_cd': 'NAD83', 'contrib_drain_area_va': '16502'}"
1230,1231,"COSTILLA RESERVOIR NEAR COSTILLA, NM",usgs,"{'tz_cd': 'MST', 'alt_va': ' 9473', 'huc_cd': '13020101', 'lat_va': '365231', 'map_nm': 'null', 'source': 'usgs', 'aqfr_cd': 'null', 'long_va': '1051647', 'site_no': '08253900', 'topo_cd': 'null', 'basin_cd': 'null', 'state_cd': '35', 'agency_cd': 'USGS', 'county_cd': '055', 'lake_name': 'COSTILLA RESERVOIR NEAR COSTILLA, NM', 'alt_acy_va': ' 20', 'country_cd': 'US', 'dec_lat_va': '36.87527778', 'gw_file_cd': 'NNNNNNNN', 'project_no': 'null', 'site_tp_cd': 'LK', 'alt_meth_cd': 'U', 'dec_long_va': '-105.2797222', 'district_cd': '35', 'land_net_ds': 'null', 'nat_aqfr_cd': 'null', 'alt_datum_cd': 'NGVD29', 'aqfr_type_cd': 'null', 'coord_acy_cd': 'S', 'depth_src_cd': 'null', 'inventory_dt': 'null', 'map_scale_fc': 'null', 'coord_meth_cd': 'G', 'drain_area_va': '54.6', 'hole_depth_va': 'null', 'local_time_fg': 'Y', 'well_depth_va': 'null', 'coord_datum_cd': 'NAD83', 'instruments_cd': 'NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN', 'reliability_cd': 'null', 'construction_dt': 'null', 'dec_coord_datum_cd': 'NAD83', 'contrib_drain_area_va': '54.6'}"
1231,1232,"NAMBE FALLS RESERVOIR NEAR NAMBE, NM",usgs,"{'tz_cd': 'MST', 'alt_va': 'null', 'huc_cd': '13020101', 'lat_va': '355044', 'map_nm': 'null', 'source': 'usgs', 'aqfr_cd': 'null', 'long_va': '1055422', 'site_no': '08294200', 'topo_cd': 'null', 'basin_cd': 'null', 'state_cd': '35', 'agency_cd': 'USGS', 'county_cd': '049', 'lake_name': 'NAMBE FALLS RESERVOIR NEAR NAMBE, NM', 'alt_acy_va': 'null', 'country_cd': 'US', 'dec_lat_va': '35.84555556', 'gw_file_cd': 'NNNNNNNN', 'project_no': 'null', 'site_tp_cd': 'LK', 'alt_meth_cd': 'null', 'dec_long_va': '-105.9061111', 'district_cd': '35', 'land_net_ds': 'null', 'nat_aqfr_cd': 'null', 'alt_datum_cd': 'null', 'aqfr_type_cd': 'null', 'coord_acy_cd': 'S', 'depth_src_cd': 'null', 'inventory_dt': 'null', 'map_scale_fc': 'null', 'coord_meth_cd': 'M', 'drain_area_va': '34.1', 'hole_depth_va': 'null', 'local_time_fg': 'Y', 'well_depth_va': 'null', 'coord_datum_cd': 'NAD83', 'instruments_cd': 'NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN', 'reliability_cd': 'null', 'construction_dt': 'null', 'dec_coord_datum_cd': 'NAD83', 'contrib_drain_area_va': '34.1'}"
1232,1233,MCCLURE RESERVOIR NEAR SANTA FE N MEX,usgs,"{'tz_cd': 'MST', 'alt_va': ' 7800', 'huc_cd': '13020201', 'lat_va': '354114', 'map_nm': 'null', 'source': 'usgs', 'aqfr_cd': 'null', 'long_va': '1055009', 'site_no': '08315500', 'topo_cd': 'null', 'basin_cd': 'null', 'state_cd': '35', 'agency_cd': 'USGS', 'county_cd': '049', 'lake_name': 'MCCLURE RESERVOIR NEAR SANTA FE N MEX', 'alt_acy_va': ' 10', 'country_cd': 'US', 'dec_lat_va': '35.6872222', 'gw_file_cd': 'YNNNNNNN', 'project_no': 'null', 'site_tp_cd': 'LK', 'alt_meth_cd': 'R', 'dec_long_va': '-105.8358333', 'district_cd': '35', 'land_net_ds': 'null', 'nat_aqfr_cd': 'null', 'alt_datum_cd': 'NAVD88', 'aqfr_type_cd': 'null', 'coord_acy_cd': 'U', 'depth_src_cd': 'null', 'inventory_dt': 'null', 'map_scale_fc': 'null', 'coord_meth_cd': 'M', 'drain_area_va': '17.4', 'hole_depth_va': 'null', 'local_time_fg': 'Y', 'well_depth_va': 'null', 'coord_datum_cd': 'NAD83', 'instruments_cd': 'YNNNYNNNNNNNNNNNNNNNNNNNNNNNNN', 'reliability_cd': 'null', 'construction_dt': 'null', 'dec_coord_datum_cd': 'NAD83', 'contrib_drain_area_va': '17.4'}"
1233,1234,"BLUEWATER LAKE NEAR BLUEWATER, NM",usgs,"{'tz_cd': 'MST', 'alt_va': ' 7345.57', 'huc_cd': '13020207', 'lat_va': '351733.32', 'map_nm': 'null', 'source': 'usgs', 'aqfr_cd': 'null', 'long_va': '1080641.42', 'site_no': '08341400', 'topo_cd': 'null', 'basin_cd': 'null', 'state_cd': '35', 'agency_cd': 'USGS', 'county_cd': '006', 'lake_name': 'BLUEWATER LAKE NEAR BLUEWATER, NM', 'alt_acy_va': ' 11', 'country_cd': 'US', 'dec_lat_va': '35.29258889', 'gw_file_cd': 'NNNNNNNN', 'project_no': 'null', 'site_tp_cd': 'LK', 'alt_meth_cd': 'M', 'dec_long_va': '-108.1115056', 'district_cd': '35', 'land_net_ds': 'null', 'nat_aqfr_cd': 'null', 'alt_datum_cd': 'NGVD29', 'aqfr_type_cd': 'null', 'coord_acy_cd': 'S', 'depth_src_cd': 'null', 'inventory_dt': 'null', 'map_scale_fc': 'null', 'coord_meth_cd': 'N', 'drain_area_va': '201', 'hole_depth_va': 'null', 'local_time_fg': 'Y', 'well_depth_va': 'null', 'coord_datum_cd': 'NAD83', 'instruments_cd': 'NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN', 'reliability_cd': 'null', 'construction_dt': 'null', 'dec_coord_datum_cd': 'NAD83', 'contrib_drain_area_va': '201'}"
